id,title,tagline,urlBersih,category,love,comments,author,cityName,provinceName,createdAt,hidup,httpStatus,page,stars,tema
s00_01KXCYBP4099T2JYBB1966B4V2,hyperframes-video-workflow,HyperFrames video workflow workspace with R2/Repliz publishing helpers.,https://github.com/denameidina/hyperframes-video-workflow,opensource,2,0,Zans,Tasikmalaya,Jawa Barat,2026-07-13T05:14:23.590Z,true,200,https://aiclub.id/showcase/s00_01KXCYBP4099T2JYBB1966B4V2,4,Konten / marketing AI
s00_01KYEDQMNN840CYCRV3NQGA40T,AFITIK — asisten live affiliate TikTok,"Tools buat live affiliate TikTok. Komen penonton dibalas otomatis, plus fitur pendukung live lainnya biar host bisa fokus jualan, bukan bacain chat.",https://www.afitik.com/,produk,1,0,EUNGGI,Garut,Jawa Barat,2026-07-26T05:18:00.128Z,true,200,https://aiclub.id/showcase/s00_01KYEDQMNN840CYCRV3NQGA40T,,"CRM / WhatsApp automation; Konten / marketing AI"
s00_01M17JVSMH74E4ZW0QJWGBV7A3,AGRESIDSEMARANG.COM,Toko Laptop Semarang Terlengkap & Termurah,https://agresidsemarang.com,web,1,0,qodirs_,Grobogan,Jawa Tengah,2026-08-29T20:20:05.052Z,true,200,https://aiclub.id/showcase/s00_01M17JVSMH74E4ZW0QJWGBV7A3,,POS / kasir / inventori
s00_01KXE8ZHN2GJC2KXA58F3ZKF7J,AI Clipper,Satu video panjang. Puluhan momen berdampak.,https://clipper.axiamasi.com/,saas,1,0,Agus,Bandung,Jawa Barat,2026-07-13T17:39:14.485Z,true,200,https://aiclub.id/showcase/s00_01KXE8ZHN2GJC2KXA58F3ZKF7J,,"Konten / marketing AI; Developer tools / infra"
s00_01KYV3GZJ0W58H14BAZ0C1F429,AI video generation platform,an easy to use ai video generation platform,https://vivareel.ai/,web,1,0,,Badung,Bali,2026-07-31T03:29:43.679Z,true,200,https://aiclub.id/showcase/s00_01KYV3GZJ0W58H14BAZ0C1F429,,Konten / marketing AI
s00_01KZ5QQACV3VY3XTVDXY7DMJWR,API Indonesia,Data Publik Indonesia dalam Satu API,https://apiindonesia.id,saas,1,1,khmuhtadin,Pontianak,Kalimantan Barat,2026-08-04T06:35:07.693Z,true,200,https://aiclub.id/showcase/s00_01KZ5QQACV3VY3XTVDXY7DMJWR,,Developer tools / infra
s00_01KXN35CV1P4E5GZF74QJDN1YR,Affili4teReactor AI,"Ubah link produk menjadi konten affili4te siap pakai. Dapatkan hook, caption, script, prompt AI, hingga ide visual hanya dalam beberapa klik.",https://lynk.id/yuddesign,saas,1,0,ibink,Bekasi,Jawa Barat,2026-07-16T09:12:15.690Z,true,200,https://aiclub.id/showcase/s00_01KXN35CV1P4E5GZF74QJDN1YR,,Konten / marketing AI
s00_01KXDNFS56Q41V8RFT05ZXQJ5Z,Aigoo,Internet Jaringan -  Website untuk jualan modem & internet khususnya Indihome,https://aigoo.id/,web,1,0,EZGAMIN9,Bantul,DI Yogyakarta,2026-07-13T11:58:34.955Z,false,,https://aiclub.id/showcase/s00_01KXDNFS56Q41V8RFT05ZXQJ5Z,,Lainnya
s00_01M09XXJJ81W2F3S5G8AB2YCYX,Aivory AI,Make AI Make Sense®,https://aivory.uk/,saas,1,0,IrfanRch,Tangerang Selatan,Banten,2026-08-18T07:56:03.401Z,true,200,https://aiclub.id/showcase/s00_01M09XXJJ81W2F3S5G8AB2YCYX,,Lainnya
s00_01KYSC48KZWZVV5GZZHBN821SA,Arblok digital,Company Profile,https://arblok-digital.vercel.app/,produk,1,0,arblok,Tasikmalaya,Jawa Barat,2026-07-30T11:21:35.580Z,true,200,https://aiclub.id/showcase/s00_01KYSC48KZWZVV5GZZHBN821SA,,Web builder / template / portfolio
s00_01KX0GJ35J9QK36920S5CNSEWN,BMI Calculator,"Aplikasi ini adalah asisten kesehatan pribadi Anda. Fungsinya bukan hanya menghitung berat badan ideal, tapi juga memahami tubuh Anda.",https://bmicalculator.isparmo.com,web,1,0,Isparmo,Tangerang,Banten,2026-07-08T09:22:20.339Z,true,200,https://aiclub.id/showcase/s00_01KX0GJ35J9QK36920S5CNSEWN,,"Kesehatan; Developer tools / infra"
s00_01M09EX8H9ZFCD6181QTTFNQPX,BOS LAUNDRY PARTNER | Kelola Order GO LAUNDRY,Accept more online laundry orders and manage all outlet operations directly from your smartphone. BOS Laundry Partner is the official app for Laundry Vendors,https://play.google.com/store/apps/details?id=id.laundrify.partner,produk,1,0,laundrify,Depok,Jawa Barat,2026-08-18T03:33:44.326Z,true,200,https://aiclub.id/showcase/s00_01M09EX8H9ZFCD6181QTTFNQPX,,POS / kasir / inventori
s00_01KZBC6R5ZQSF4FV20B0CKWJMG,Bantu Guru,"Membantu Guru se-Indonesia dalam membuat Dokumen, Dikerjakan langsung oleh AI, Guru hanya tinggal menunggu AI nya membuat Dokumen",https://bantuguru.web.id/,saas,1,0,Rexz,Kubu Raya,Kalimantan Barat,2026-08-06T11:09:16.591Z,false,403,https://aiclub.id/showcase/s00_01KZBC6R5ZQSF4FV20B0CKWJMG,,Pendidikan / sekolah
s00_01M1GZDQGJAVXGMZ9XJDSEGQN6,Bantu Kuliah,"Penulis AI berbasis jurnal asli — sitasi APA lengkap, PDF jurnal bisa diunduh",https://bantukuliah.com/,saas,1,0,Rexz,Kubu Raya,Kalimantan Barat,2026-09-02T11:52:45.409Z,true,200,https://aiclub.id/showcase/s00_01M1GZDQGJAVXGMZ9XJDSEGQN6,,Pendidikan / sekolah
s00_01M1R84B3Y25Z9XDW5X0D4B4GJ,Belajar Matematika Dengan Games,"""Latih Refleks, Taklukkan Matematika dalam Tiga Dimensi.""",https://mathgames-blush.vercel.app/,opensource,1,0,honey_ber,Surakarta,Jawa Tengah,2026-09-05T07:39:36.070Z,true,200,https://aiclub.id/showcase/s00_01M1R84B3Y25Z9XDW5X0D4B4GJ,,"Pendidikan / sekolah; Game / hiburan / kreatif"
s00_01KYJ3BWNYF10HN7NV6XAJMRN8,BonKu,"Catat kas, tagih piutang, tenang menjalankan usaha.",https://bonku.web.app/,web,1,0,Amri Shodiq,Depok,Jawa Barat,2026-07-27T15:33:47.333Z,true,200,https://aiclub.id/showcase/s00_01KYJ3BWNYF10HN7NV6XAJMRN8,,"Keuangan / akuntansi personal; Produktivitas personal"
s00_01KXJHBVTJK6NQZ82SJQRVBR8G,Brutal Konten,Hook dan skrip Konten otomatis,https://lynk.id/prodigiz/lwzemoklxzgy,produk,1,0,prodigiz,Karawang,Jawa Barat,2026-07-15T09:22:44.438Z,true,200,https://aiclub.id/showcase/s00_01KXJHBVTJK6NQZ82SJQRVBR8G,,Konten / marketing AI
s00_01M1BJBGRD7N9ZT7QPWZ5WX7PZ,Cakrapala,Bring space close to you,https://cakrapala.vercel.app,web,1,1,bramkoes,Bekasi,Jawa Barat,2026-08-31T09:28:09.449Z,true,200,https://aiclub.id/showcase/s00_01M1BJBGRD7N9ZT7QPWZ5WX7PZ,,Lainnya
s00_01M1BMZSVXZ81E2ZE7VE0P98DC,ClearOrbit,"ClearOrbit fetches TLE data from CelesTrak in real time, computes the conjunction risk between two orbital objects using orbital mechanics (sgp4)",https://github.com/Drazeus6/ClearOrbit,model,1,0,DraMul,Ciamis,Jawa Barat,2026-08-31T10:14:11.130Z,true,200,https://aiclub.id/showcase/s00_01M1BMZSVXZ81E2ZE7VE0P98DC,0,Lainnya
s00_01M0QQPWWC7M98WZFWA66F121X,Cognito,"Cognito is an AI learning companion that helps you find a starting point, build a clear learning path, ask questions, take quizzes, and track your progress.",https://cognito.web.id/,lainnya,1,0,Annas Adharuqudni,Jakarta Barat,DKI Jakarta,2026-08-23T16:36:56.961Z,true,200,https://aiclub.id/showcase/s00_01M0QQPWWC7M98WZFWA66F121X,,Pendidikan / sekolah
s00_01KXE1NDGD4Z2XQQ72Q6QFP2TF,Contextlab,Better Context for Your Agent,https://context.web.id,saas,1,0,Devlabs,Semarang,Jawa Tengah,2026-07-13T15:31:22.592Z,true,200,https://aiclub.id/showcase/s00_01KXE1NDGD4Z2XQQ72Q6QFP2TF,,Lainnya
s00_01KX5XYSKBHDP1Q9J82SJC4QDV,Convia,AI Customer Service WhatsApp Official API yang Menghemat Biaya AI mulai Rp49/bln,https://convia.id,saas,1,0,Yudi Purwanto,Bekasi,Jawa Barat,2026-07-10T11:52:40.115Z,true,200,https://aiclub.id/showcase/s00_01KX5XYSKBHDP1Q9J82SJC4QDV,,"CRM / WhatsApp automation; Developer tools / infra"
s00_01KXEZE1977V3NA1MAAKH5HBG8,Cuciin,Marketplace Laundry Service,https://cucianku.vercel.app/,opensource,1,0,hoed,Surabaya,Jawa Timur,2026-07-14T00:11:38.209Z,true,200,https://aiclub.id/showcase/s00_01KXEZE1977V3NA1MAAKH5HBG8,,"POS / kasir / inventori; Travel / properti / marketplace"
s00_01M1JTK8CG55SEBXGCZ7HY3DKG,D'vina – Virtual Digital Assistant for Semarang City Health Department,"Dengan akurasi respons mencapai 98%, D’Vina dirancang untuk memberikan layanan yang cepat, interaktif, dan dapat diakses 24/7.",https://www.linkedin.com/posts/sholikun_aiagent-machinelearning-digitalservice-activity-7427703689324429312-SRhv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAB4BhMMBm_NqcwD0RAfQJl5Ry6sJ4lRlAd4,produk,1,0,likun,Semarang,Jawa Tengah,2026-09-03T05:06:53.123Z,true,200,https://aiclub.id/showcase/s00_01M1JTK8CG55SEBXGCZ7HY3DKG,,Kesehatan
s00_01M1GCTHTMTEFQ4RQ8PNG3BMDQ,Database Quest Warrior,"Belajar SQL. Pecahkan kasus. Adu skill. Bukan nonton video lalu lulus. Kamu menulis query beneran di playground, memecahkan kasus nyata sekolah dan kantin,",https://database.smkmuh1-skh.sch.id/,opensource,1,0,Joko Endriyanto,Sukoharjo,Jawa Tengah,2026-09-02T06:27:42.686Z,true,200,https://aiclub.id/showcase/s00_01M1GCTHTMTEFQ4RQ8PNG3BMDQ,,"Konten / marketing AI; Pendidikan / sekolah"
s00_01KZ65CBEPT8W6H1XBM5ZY7P31,Diaper Rush Game,Manfaatkan kegabutanmu untuk mengganti popok pada bayi yang merangkak tanpa kendali. Jangan sampai popoknya penuh dan meledak! One Tap action.,https://diaperrushgame.netlify.app,produk,1,0,popokbayi,Blitar,Jawa Timur,2026-08-04T10:33:48.391Z,true,200,https://aiclub.id/showcase/s00_01KZ65CBEPT8W6H1XBM5ZY7P31,,Game / hiburan / kreatif
s00_01KYS5MT0ST8M5E772Y61PFGKC,DiapersKilo (BSC Network),dApp gamifikasi di jaringan BSC (BNB Smart Chain). Mode sandbox untuk simulasi. Fase testnet & mainnet dijadwalkan akhir Agustus 2026.,https://diaperskilo.netlify.app/,produk,1,0,popokbayi,Blitar,Jawa Timur,2026-07-30T09:28:17.896Z,true,200,https://aiclub.id/showcase/s00_01KYS5MT0ST8M5E772Y61PFGKC,,"Web3 / kripto; Produktivitas personal; Travel / properti / marketplace"
s00_01M0HH188ZW1ZK3MAFYZMBXFDM,ETTOET - TR 808 Drum Machine,"ETTOET adalah drum machine berbasis web yang terinspirasi dari Roland TR-808 rhythm composer klasik. Built for beatmakers, bedroom producers dan DJ",https://xxl.cut2cut.shop/,lainnya,1,0,lintang enrico padmowijoto,Sleman,DI Yogyakarta,2026-08-21T06:44:48.082Z,true,200,https://aiclub.id/showcase/s00_01M0HH188ZW1ZK3MAFYZMBXFDM,,Game / hiburan / kreatif
s00_01M0RZVSPY5BVSGASM4VSHBT6K,FEATURE MAP,"Business-flow dependency mapping untuk Claude Code & Codex — jaga konsistensi FEATURE-MAP.yaml lintas layer, audit stale, dan lacak dampak lintas fitur.",https://github.com/ade-syofyan/feature-map,tools,1,0,Squerking,Padang,Sumatera Barat,2026-08-24T04:18:38.834Z,true,200,https://aiclub.id/showcase/s00_01M0RZVSPY5BVSGASM4VSHBT6K,2,Lainnya
s00_01M0CT5XP5ZDY5XTQECYM3KB39,GAS - Sistem Absensi Sekolah dengan AI Asisten,Sistem Aplikasi Absensi Sekolah dengan AI Asisten,https://script.google.com/macros/s/AKfycbzTuAMNtA7bpImpBFZQjixWVap9P64C79E7w3qSlmkWVdfICjA9ngi35UyIvQJPImqs/exec,tools,1,0,bungrahman,Batam,Kepulauan Riau,2026-08-19T10:48:26.271Z,true,200,https://aiclub.id/showcase/s00_01M0CT5XP5ZDY5XTQECYM3KB39,,Pendidikan / sekolah
s00_01KYVE6PJVECJV82GSNGPHF3SP,GG 2045,"Inti gagasan buku, bahasa lo",https://gold-generation.web.app/,web,1,0,Amri Shodiq,Depok,Jawa Barat,2026-07-31T06:36:21.231Z,true,200,https://aiclub.id/showcase/s00_01KYVE6PJVECJV82GSNGPHF3SP,,Lainnya
s00_01M09E2TK2XKHQYT3N9N279T1C,GO LAUNDRY = Aplikasi Laundry Marketplace,"BEBAS PILIH LAUNDRY berdasarkan Radius Lokasimu, BEBAS ONGKIR-Gratis Antar Jemput",https://play.google.com/store/apps/details?id=id.laundrify.spot,produk,1,0,laundrify,Depok,Jawa Barat,2026-08-18T03:19:18.104Z,true,200,https://aiclub.id/showcase/s00_01M09E2TK2XKHQYT3N9N279T1C,,"POS / kasir / inventori; Travel / properti / marketplace"
s00_01M0CSVP85ESW3BQ4JHSVXXAYC,ID ClipperOn,"An automated video content suite designed to cut, transcribe, analyze Viral moment , and style captions for video clips using AI.",https://github.com/bungrahman/idclipperon,opensource,1,0,bungrahman,Batam,Kepulauan Riau,2026-08-19T10:42:51.268Z,true,200,https://aiclub.id/showcase/s00_01M0CSVP85ESW3BQ4JHSVXXAYC,0,"Konten / marketing AI; Developer tools / infra"
s00_01KWZR387G89AWWZSDY5B1DPKW,Jastip,"Dari catat order sampai kirim barang — semua tercatat otomatis, bisa diakses dari HP, dan ada AI yang bantu kamu setiap saat.",https://jastip.damelan.id/,saas,1,0,,Bandung,Jawa Barat,2026-07-08T02:14:48.055Z,true,200,https://aiclub.id/showcase/s00_01KWZR387G89AWWZSDY5B1DPKW,,"POS / kasir / inventori; Produktivitas personal; Travel / properti / marketplace"
s00_01M18HTEK655NJRF1M0VY95B71,JembatanAI — Unlimited AI Gateway,"Unlimited AI Gateway: Claude, GPT, Kimi, Qwen, GLM & DeepSeek dalam 1 API key.",https://jembatanai.com,saas,1,0,dcjo,Kupang,Nusa Tenggara Timur,2026-08-30T05:21:06.860Z,true,200,https://aiclub.id/showcase/s00_01M18HTEK655NJRF1M0VY95B71,,Developer tools / infra
s00_01M0HJ14MTZWAPRQXX3YYKEFE5,Kardiman x 403 Soundboy Dub Siren,"Mainkan dub siren, jungle pads, bassline, amen break, sampai efek sound system khas reggae. Tinggal klik, bikin riddim, dan rasakan vibes sound system culture!",https://5758.cut2cut.shop/,lainnya,1,0,lintang enrico padmowijoto,Sleman,DI Yogyakarta,2026-08-21T07:02:12.628Z,true,200,https://aiclub.id/showcase/s00_01M0HJ14MTZWAPRQXX3YYKEFE5,,"Konten / marketing AI; Game / hiburan / kreatif"
s00_01M1GCQ3SHHDDSMDFJG4C7FJAR,Keyboard Warrior,"Belajar mengetik tidak harus membosankan. Tingkatkan kecepatan mengetik, kalahkan lawan, naikkan rank, dan jadilah Keyboard Warrior terbaik di Mutuharjo.",https://keyboard.smkmuh1-skh.sch.id/,tools,1,0,Joko Endriyanto,Sukoharjo,Jawa Tengah,2026-09-02T06:25:49.943Z,true,200,https://aiclub.id/showcase/s00_01M1GCQ3SHHDDSMDFJG4C7FJAR,,Pendidikan / sekolah
s00_01KY1D8W1ZDN923893V2HKFP19,LACI — Layanan Cerdas Administrasi untuk PC IPNU IPPNU Kabupaten Magetan.,"LACI — Layanan Cerdas Administrasi untuk PC IPNU IPPNU Kabupaten Magetan. Kelola data anggota per periode, arsip surat & berkas, pengajuan surat, serta administ",https://laci.pelajarnumagetan.or.id/,web,1,0,Zainur,Magetan,Jawa Timur,2026-07-21T03:59:48.523Z,true,200,https://aiclub.id/showcase/s00_01KY1D8W1ZDN923893V2HKFP19,,Pemerintahan / desa / komunitas
s00_01KXN2BJ5TW0X8DF4MB8Z01CDW,Landing Page Generator,"Buat landing page profesional dalam hitungan menit. Tinggal isi konten, generate, lalu siap dipublish tanpa ribet.",https://lynk.id/yuddesign,saas,1,0,ibink,Bekasi,Jawa Barat,2026-07-16T08:58:09.262Z,true,200,https://aiclub.id/showcase/s00_01KXN2BJ5TW0X8DF4MB8Z01CDW,,"Konten / marketing AI; Web builder / template / portfolio"
s00_01KYTFCJ9CEM7XKV2MD4FCJXRX,Lego MyTriv,"Lego&Minecraft: The Village Mainkan game Lego Minecraft interaktif! Bangun desa, kumpulkan sumber daya, ajak penduduk, dan bertahan hidup di dunia Lego block.",https://lego.mytriv.com,web,1,0,mytriv,Cimahi,Jawa Barat,2026-07-30T21:37:47.485Z,false,,https://aiclub.id/showcase/s00_01KYTFCJ9CEM7XKV2MD4FCJXRX,,"Pemerintahan / desa / komunitas; Game / hiburan / kreatif"
s00_01KYD4RGM5Z2P8N86H3DN6BNQV,LostInVirtual.com — Autonomous AI News & Intelligence Portal!,"🚀 LostInVirtual.com — Autonomous AI News & Intelligence Portal!""We born to bigger to better""",https://lostinvirtual.com,web,1,0,Lostinvirtual,Lampung Utara,Lampung,2026-07-25T17:21:57.107Z,true,200,https://aiclub.id/showcase/s00_01KYD4RGM5Z2P8N86H3DN6BNQV,,Data / riset / intelijen
s00_01KY1CAMSS8D32NY3GY395JX3N,Lunch My ID,Mau makan apa siang ini?,https://lunch.my.id,web,1,0,wansatya,Tangerang,Banten,2026-07-21T03:43:18.059Z,true,200,https://aiclub.id/showcase/s00_01KY1CAMSS8D32NY3GY395JX3N,,Lainnya
s00_01M134FR1W2YG1S0H4TKASZVD1,Makna Mimpi,"Dalam beberapa menit, kita akan menelusuri mimpimu bersama — menyajikannya, mengidentifikasi elemen-elemennya, dan membaca apa yang mungkin sedang ingin disampa",https://maknamimpi.vercel.app/,tools,1,0,Adems,Semarang,Jawa Tengah,2026-08-28T02:51:51.038Z,true,200,https://aiclub.id/showcase/s00_01M134FR1W2YG1S0H4TKASZVD1,,Lainnya
s00_01KXFP9E8ZY0VPNXQRHD2BX1AZ,Memory Layer AI Agent,Lapisan memori semantik berstruktur graph portabel untuk berbagai AI agent.,https://github.com/mrizkiiy04/1Mbrain,opensource,1,0,mrizkiiy,Bengkulu,Bengkulu,2026-07-14T06:51:04.610Z,true,200,https://aiclub.id/showcase/s00_01KXFP9E8ZY0VPNXQRHD2BX1AZ,29,Developer tools / infra
s00_01KZJK7T850MS3765ASH4Y956B,Meo Reduce Token,For reduce usage token AI,https://meocode.com/projects/meo-reduce-token,opensource,1,0,penadidik,Jakarta Selatan,DKI Jakarta,2026-08-09T06:26:52.496Z,true,200,https://aiclub.id/showcase/s00_01KZJK7T850MS3765ASH4Y956B,,"Pendidikan / sekolah; Developer tools / infra; Web3 / kripto"
s00_01KXX6V6QB31SEA6ZBSQK84VJT,Mulaibaca,Mulai dari satu halaman. Satu halaman. Satu orang. Lalu bertumbuh bersama.,https://mulaibaca.id/,web,1,0,Fadil,Bogor,Jawa Barat,2026-07-19T12:50:31.595Z,true,200,https://aiclub.id/showcase/s00_01KXX6V6QB31SEA6ZBSQK84VJT,,Lainnya
s00_01KY594W51WRT9BEQ43DF6V0A5,Nest Graph Inspector,"Nest Graph Inspector turns your live NestJS runtime into architecture intelligence: visible dependencies, measurable change impact, and clear blast radius befor",https://albasyir.github.io/nest-graph-inspector/,opensource,1,0,Albasyir,Jakarta Pusat,DKI Jakarta,2026-07-22T16:04:41.220Z,true,200,https://aiclub.id/showcase/s00_01KY594W51WRT9BEQ43DF6V0A5,,"CRM / WhatsApp automation; Developer tools / infra"
s00_01KZ172XF1FSWV6MKYZ5S34M3G,Nouverse Agent (Hosting Hermes Instant),"Yang butuh host Hermes buat tapi males ngurusin VPS dan perintilannya.. 🤯 Bisa host di kita, terima beres. topup -> deploy -> 30 detik -> dpt link akses",https://www.nouverse.com/id/agent,saas,1,0,Gading,Palembang,Sumatera Selatan,2026-08-02T12:27:23.715Z,true,200,https://aiclub.id/showcase/s00_01KZ172XF1FSWV6MKYZ5S34M3G,,"Pendidikan / sekolah; Kesehatan; Developer tools / infra"
s00_01M1NW589P202R19MZY20B2X22,PASBISE,"Papuan Archives Sentani, Biak & Lani Indigenous Sentiment Engine, Digital dictionaries, linguistic tools, and morphology-aware translation for Papuan indigenous",https://pasbise.ilkomers,model,1,0,DepodTech,Jombang,Jawa Timur,2026-09-04T09:31:54.156Z,false,,https://aiclub.id/showcase/s00_01M1NW589P202R19MZY20B2X22,,Lainnya
s00_01KXMDBC0T77JWKFFN7FECPGJA,PJOK,Pjok,https://pjok.genzx.ir,opensource,1,0,AlphaRomeo,Kutai Kartanegara,Kalimantan Timur,2026-07-16T02:51:02.784Z,false,,https://aiclub.id/showcase/s00_01KXMDBC0T77JWKFFN7FECPGJA,,Lainnya
s00_01KWY5D179B3NHG684X8A4CAK1,PRODUKTEEV CRM,AI Omnichannel App,https://produkteev.web.id,saas,1,0,Produkteev,Bantul,DI Yogyakarta,2026-07-07T11:28:51.180Z,true,200,https://aiclub.id/showcase/s00_01KWY5D179B3NHG684X8A4CAK1,,CRM / WhatsApp automation
s00_01KXHJV7RTWQNH43HHVN1V5DGM,Pabrik Cerita,Buat Buku Dongengmu sendiri,https://cerita.pareanom.my.id/,produk,1,0,PareanomDigital,Yogyakarta,DI Yogyakarta,2026-07-15T00:29:22.675Z,true,200,https://aiclub.id/showcase/s00_01KXHJV7RTWQNH43HHVN1V5DGM,,Lainnya
s00_01M06VDGRNDV8VAF8JAVR6C3NH,PetaBakat,Kenali potensi emas anak dari akar Nasab dan Hasab keluarga.,https://petabakat.otomatisin.web.id/,saas,1,0,Yasit,Depok,Jawa Barat,2026-08-17T03:14:37.104Z,true,200,https://aiclub.id/showcase/s00_01M06VDGRNDV8VAF8JAVR6C3NH,,Lainnya
s00_01KYKXEP3R9MV1AN6E1BKANMXW,Project Tracker,"Pantau project, deadline, revisi, dan link hasil kerja dari satu tracker sederhana.",https://tracker.piyuralabs.com/,saas,1,0,cak-upik,Sidoarjo,Jawa Timur,2026-07-28T08:28:56.095Z,true,200,https://aiclub.id/showcase/s00_01KYKXEP3R9MV1AN6E1BKANMXW,,Produktivitas personal
s00_01KXMFX8570V0EX59RG5D46JDN,QuitGPT,decision layer before every prompt,https://quitgpt.lol/about,tools,1,0,wansatya,Tangerang,Banten,2026-07-16T03:35:45.829Z,true,200,https://aiclub.id/showcase/s00_01KXMFX8570V0EX59RG5D46JDN,,Lainnya
s00_01KXFBSXT71N10FX82JKCVWZ00,RideCheck,Your comprehensive vehicle maintenance tracker.,https://ridecheck.januridp.web.id/,opensource,1,0,,Jakarta Selatan,DKI Jakarta,2026-07-14T03:47:50.428Z,true,200,https://aiclub.id/showcase/s00_01KXFBSXT71N10FX82JKCVWZ00,,Produktivitas personal
s00_01KZK3DNT0PRR6688249DB0TTN,Roketchat - WhatsApp API Gateway,"Gateway WhatsApp yang stabil, cepat, dan termurah. Integrasikan chatbot AI, notifikasi otomatis, dan broadcast ke ribuan nomor tanpa ribet.",https://roketchat.com,saas,1,0,Rezhacozy,Wonogiri,Jawa Tengah,2026-08-09T11:09:41.819Z,true,200,https://aiclub.id/showcase/s00_01KZK3DNT0PRR6688249DB0TTN,,"CRM / WhatsApp automation; Developer tools / infra"
s00_01KZK54NNJ2ETTPGRMB8Z1DCZ3,Roketmarket - Marketplace,Marketplace Produk Digital dengan payment gateway dan page builder.,https://roketmarket.com,web,1,0,Rezhacozy,Wonogiri,Jawa Tengah,2026-08-09T11:39:43.920Z,true,200,https://aiclub.id/showcase/s00_01KZK54NNJ2ETTPGRMB8Z1DCZ3,,"Developer tools / infra; Travel / properti / marketplace"
s00_01KY4QG17N07TZG3699ZNCJDBA,RupaAI,"Generate Gambar dan Video Unlimited, Buat konten Video dengan mudah Pakai AI, Posting Otomatis Seluruh dengan Media Sosial kamu.",https://rupaai.azkazamdigital.com/,produk,1,0,azam,Gowa,Sulawesi Selatan,2026-07-22T10:56:12.242Z,true,200,https://aiclub.id/showcase/s00_01KY4QG17N07TZG3699ZNCJDBA,,Konten / marketing AI
s00_01KYKXPC4VAE7DXVEFZFFYC8MN,RutinanKu,"Rutinitas bulanan, lebih mudah diingat.",https://rutinanku.piyuralabs.com/,saas,1,0,cak-upik,Sidoarjo,Jawa Timur,2026-07-28T08:33:08.273Z,true,200,https://aiclub.id/showcase/s00_01KYKXPC4VAE7DXVEFZFFYC8MN,,Produktivitas personal
s00_01M0HHP17DE98DEC7BTEM27Q6Z,SBTQ Padboy Groove Retro Sampler,"SBTQ PAD BOY adalah sampler online buat bikin beat langsung dari browser. Pilih sound, pencet pad, atur tempo, dan bikin groove sesukamu. Simple dan fun!",https://padboy.cut2cut.shop/,lainnya,1,0,lintang enrico padmowijoto,Sleman,DI Yogyakarta,2026-08-21T06:56:08.806Z,true,200,https://aiclub.id/showcase/s00_01M0HHP17DE98DEC7BTEM27Q6Z,,Game / hiburan / kreatif
s00_01KYSKM0GTCF62NKKHWJ12Y0VX,Sekolah Pro,Ecosystem Sekolah,https://sekolah-pro.vercel.app/,produk,1,1,arblok,Tasikmalaya,Jawa Barat,2026-07-30T13:32:31.385Z,true,200,https://aiclub.id/showcase/s00_01KYSKM0GTCF62NKKHWJ12Y0VX,,Pendidikan / sekolah
s00_01KYSMCRXY3V6Q99REJGBAZHQQ,Sekolah Rapi,"Platform administrasi & keuangan sekolah paling praktis se-Indonesia. Pendaftaran siswa online tanpa antri, manajemen SPP otomatis, dan laporan keuangan realtim",https://sekolah-rapi.vercel.app/,opensource,1,0,arblok,Tasikmalaya,Jawa Barat,2026-07-30T13:46:02.797Z,true,200,https://aiclub.id/showcase/s00_01KYSMCRXY3V6Q99REJGBAZHQQ,,"Keuangan / akuntansi personal; Pendidikan / sekolah; Developer tools / infra"
s00_01KXW849RYQBRAA9QGXMWQM48X,Simlomba17sanrw,simlombarw17san,https://17san.netlify.app/,web,1,0,kedhinten,Kediri,Jawa Timur,2026-07-19T03:53:44.205Z,true,200,https://aiclub.id/showcase/s00_01KXW849RYQBRAA9QGXMWQM48X,,Lainnya
s00_01KYMB3N0B9H5R7V27P2MH39SG,Simple Inventory,"""Simple Inventory: Kelola Stok, Tingkatkan Penjualan! 📦✨""try for demo",https://www.appsheet.com/newshortcut/cdb44bfa-42c7-4d16-b036-0da681fb8c30,saas,1,0,Mr Li,Tangerang,Banten,2026-07-28T12:27:34.626Z,true,200,https://aiclub.id/showcase/s00_01KYMB3N0B9H5R7V27P2MH39SG,,"POS / kasir / inventori; Data / riset / intelijen"
s00_01KYKX053CKKQT2NX9D9MKYCTF,Simple Order Systems,Sistem order sederhana. Bukan POS rumit.,https://sos.piyuralabs.com/,opensource,1,0,cak-upik,Sidoarjo,Jawa Timur,2026-07-28T08:20:59.967Z,true,200,https://aiclub.id/showcase/s00_01KYKX053CKKQT2NX9D9MKYCTF,,POS / kasir / inventori
s00_01M0QKTAYM5NG5NDGDB2F4ZEYA,Sistem Informasi Desa,Sistem Informasi Desa,https://sid.ozolab.id,opensource,1,1,Edo,Batu,Jawa Timur,2026-08-23T15:28:54.960Z,true,200,https://aiclub.id/showcase/s00_01M0QKTAYM5NG5NDGDB2F4ZEYA,,Pemerintahan / desa / komunitas
s00_01KX7R1F61JF26CXGYCTT2V93P,SmartFamily,Kelola Keluarga Lebih Cerdas & Bahagia,https://smart-family.jarvisid.com/,saas,1,0,,Gowa,Sulawesi Selatan,2026-07-11T04:47:45.141Z,true,200,https://aiclub.id/showcase/s00_01KX7R1F61JF26CXGYCTT2V93P,,Lainnya
